,,,,,,,,,,,,,,,,,,,,,,,,,,,
Academic Year,Roll Number,Official School Name,Address 1,Address 2,Address 3,Address 4,County,Eircode,School Latitude,School Longitude,School Planning area,Local Authority,Principal Name,Email,Phone,Pupil Attendance Type,School Gender - Post Primary,Post Primary School Type,Fee Paying School (Y/N),DEIS (Y/N),Gaeltacht Area Location (Y/N),Island Location (Y/N),Irish Classification - Post Primary,Ethos/Religion,FEMALE,MALE,Total 2025-2026
2025,62450H,St. Mary's Secondary School,Smiths Road,Charleville,Co Cork,,Cork,P56C672,52.355069,-8.686838,Rath Luirc_Charleville,Cork County Council,MS. MAIREAD FINN,admin@stmaryscharleville.org,063 81877,Day,Girls,Secondary,N,N,N,N,No subjects taught through Irish,CATHOLIC,322,0,322
2025,62460K,St Francis Capuchin College,Rochestown,Co Cork,,,Cork,T12TK82,51.869229,-8.376033,Passage West,Cork City Council,MRS. MARIE RING,info@stfranciscollege.ie,0214891417,Day,Boys,Secondary,N,N,N,N,No subjects taught through Irish,CATHOLIC,0,730,730
2025,62470N,Mount St Michael,Rosscarbery,Co Cork,,,Cork,P85DY26,51.583034,-9.02573,Roscarbery,Cork County Council,MR. STEPHEN MURRAY,info@mtsm.ie,0238848114,Day,Mixed,Secondary,N,N,N,N,No subjects taught through Irish,CATHOLIC,200,203,403
2025,62520C,Christian Brothers College,Sidney Hill,Wellington Road,Cork.,,Cork,T23FY09,51.903624,-8.467765,Montenotte_CorkCity,Cork City Council,MR. DAVID LORDON,enquire@cbccork.ie,0214501653,Day,Boys,Secondary,Y,N,N,N,No subjects taught through Irish,CATHOLIC,0,919,919
2025,62530F,North Monastery Secondary School,Our Lady's Mount,North Monastery Rd.,Cork,,Cork,T23P825,51.908002,-8.480606,Gurranbraher_CorkCity,Cork City Council,MR. JAMES BOYLE,info@northmonastery.ie,0214301318,Day,Mixed,Secondary,N,Y,N,N,No subjects taught through Irish,CATHOLIC,38,233,271
2025,62531H,Gaelcholáiste Mhuire,Gaelcholáiste Mhuire (A.G.),An Mhainistir Thuaidh,Corcaigh,,Cork,T23WN77,51.909225,-8.480668,Gurranbraher_CorkCity,Cork City Council,MR. DONAL O'BUACHALLA,info@gcm.ie,0214307579,Day,Mixed,Secondary,N,Y,N,N,All pupils taught all subjects through Irish,CATHOLIC,322,368,690
2025,62540I,Coláiste Éamann Rís,St Patrick's Road,Cork,,,Cork,T12XT96,51.890029,-8.473751,Glasheen_CorkCity,Cork City Council,MR. AARON WOLFE,info@cercork.ie,0214962025,Day,Mixed,Secondary,N,Y,N,N,No subjects taught through Irish,CATHOLIC,355,456,811
2025,62560O,Coláiste Chríost Rí,"Capwell Road,","Turners Cross,",Cork.,,Cork,T12YF83,51.889626,-8.464471,Glasheen_CorkCity,Cork City Council,MR. PATRICK G MCAREE,info@ccrcork.com,0214274904,Day,Boys,Secondary,N,N,N,N,Some pupils taught some subjects through Irish,CATHOLIC,0,502,502
2025,62570R,Presentation Brothers College,The Mardyke,Cork,,,Cork,T12VK49,51.897594,-8.485035,Glasheen_CorkCity,Cork City Council,MR. DAVID BARRY,info@pbc-cork.ie,0214272743,Day,Boys,Secondary,Y,N,N,N,No subjects taught through Irish,CATHOLIC,0,692,692
2025,62580U,Coláiste an Spioraid Naoimh,Bishopstown,Cork,,,Cork,T12C938,51.882981,-8.517577,Glasheen_CorkCity,Cork City Council,MR. COLMAN O TUAMA,csnoffice@csncork.ie,0214543790,Day,Boys,Secondary,N,N,N,N,No subjects taught through Irish,CATHOLIC,0,715,715
2025,62590A,St Vincent's Secondary School,St Mary's Road,Cork,,,Cork,T23NH01,51.906567,-8.478386,Gurranbraher_CorkCity,Cork City Council,MR. JAMES DEANE,info@stvincentscork.com,0214307730,Day,Girls,Secondary,N,Y,N,N,No subjects taught through Irish,CATHOLIC,283,0,283
2025,62621I,Nano Nagle College,Farranree,Cork,,,Cork,T23WD99,51.91201,-8.485558,Gurranbraher_CorkCity,Cork City Council,MR. KIERAN VERRYT,principal@nanonaglecollege.ie,0214303330,Day,Mixed,Secondary,N,Y,N,N,No subjects taught through Irish,CATHOLIC,82,79,161
2025,62630J,St Aloysius School,Sharman Crawford Street,Cork,,,Cork,T12RK03,51.895678,-8.482248,Glasheen_CorkCity,Cork City Council,MS. ALEXANDRIA SAVAGE,principal@stalscork.com,0214316017,Day,Girls,Secondary,N,N,N,N,No subjects taught through Irish,CATHOLIC,323,0,323
2025,62640M,St. Angela's College,St. Patrick's Hill,Cork,,Cork,Cork,T23EA33,567632.09982044,51.902863,Montenotte_CorkCity,Cork City Council,MR. PATRICK CURRAN,sac.cork@gmail.com,0214500059,Day,Girls,Secondary,N,N,N,N,No subjects taught through Irish,CATHOLIC,606,0,606
2025,62650P,Ursuline College Blackrock,Blackrock,Cork,,,Cork,T12HR04,571361.75292474,51.895751,Ballintemple_CorkCity,Cork City Council,MR. PATRICK MCBETH,administration@urscorkb.com,0214358012,Day,Girls,Secondary,N,Y,N,N,No subjects taught through Irish,CATHOLIC,352,0,352
2025,62661U,Mount Mercy College,Model Farm Road,Cork,,,Cork,T12AD60,51.889898,-8.516914,Glasheen_CorkCity,Cork City Council,MS. PATRICIA RYAN,admin@mountmercy.ie,0214542366,Day,Girls,Secondary,N,N,N,N,No subjects taught through Irish,CATHOLIC,811,0,811
2025,62690E,Scoil Mhuire,1-3 Sidney Place,Wellington Road,Cork,,Cork,T23PF76,51.902221,-8.468071,Montenotte_CorkCity,Cork City Council,MR CIARAN QUINTON,info@scoilmhuirecork.ie,0214501844,Day,Girls,Secondary,Y,N,N,N,No subjects taught through Irish,CATHOLIC,432,0,432
2025,62691G,Regina Mundi College,Douglas Road,Cork,,,Cork,T12HN93,51.883151,-8.443819,Ballintemple_CorkCity,Cork City Council,MS. YVONNE LUCEY,info@reginamundicork.ie,0214291681,Day,Girls,Secondary,N,N,N,N,No subjects taught through Irish,CATHOLIC,564,0,564
2025,62692I,Christ King Girls' Secondary School,Half Moon Lane,South Douglas Road,Cork,,Cork,T12R22C,51.88427,-8.462222,Ballintemple_CorkCity,Cork City Council,MS. RICHEL LONG,admin@christkingschool.com,0214961448,Day,Girls,Secondary,N,N,N,N,No subjects taught through Irish,CATHOLIC,700,0,700
2025,62693K,Presentation Secondary School,Joe Murphy Road,Ballyphehane,Cork,,Cork,T12YH04,51.883846,-8.478417,Glasheen_CorkCity,Cork City Council,MR. BARRY O'SHEA,admin@presballyphehane.com,0214961765,Day,Mixed,Secondary,N,Y,N,N,No subjects taught through Irish,CATHOLIC,165,25,190
2025,62730N,St Patricks College,Gardiner's Hill,Cork,,,Cork,T23HX04,51.908326,-8.454949,Montenotte_CorkCity,Cork City Council,MR. BRIAN CRONIN,office@stpatrickscork.org,0214503055,Day,Mixed,Secondary,N,Y,N,N,No subjects taught through Irish,CATHOLIC,174,44,218
2025,62770C,Scoil Mhuire Secondary School,St. Oran's Road,Buncrana,Co. Donegal,,Donegal,F93PN53,55.131336,-7.458074,Buncrana,Donegal County Council,MS. EVELYN MC LOUGHLIN,info@scoilmhuirebuncrana.ie,0749361065,Day,Mixed,Secondary,N,Y,N,N,No subjects taught through Irish,CATHOLIC,430,455,885
2025,62830R,St Eunan's College,Letterkenny,Co Donegal,,,Donegal,F92RR71,54.951993,-7.745485,Letterkenny,Donegal County Council,MR. DAMIEN JAMES MC CROARY,info@sainteunans.com,0749121143,Day,Boys,Secondary,N,N,N,N,No subjects taught through Irish,CATHOLIC,0,1003,"1,003"
2025,62840U,Loreto Secondary School,Letterkenny,Co Donegal,,,Donegal,F92X981,54.95019,-7.741206,Letterkenny,Donegal County Council,MS. CAROLINE MCHUGH,info@loretoletterkenny.ie,0749121850,Day,Girls,Secondary,N,N,N,N,No subjects taught through Irish,CATHOLIC,938,0,938
2025,62861F,St Columbas College,Stranorlar,Co. Donegal,,,Donegal,F93KN62,54.804345,-7.774472,Stranorlar,Donegal County Council,MR. THOMAS ROWAN,admin@stcolumbasstranorlar.ie,0749131246,Day,Mixed,Secondary,N,N,N,N,No subjects taught through Irish,CATHOLIC,495,488,983
2025,62870G,Presentation College,"Ballygarraun South,","Athenry,",Co Galway,,Galway,H65VA49,53.298286,-8.761993,Athenry,Galway County Council,MR. CATHAL MOORE,office@presathenry.ie,091844144,Day,Mixed,Secondary,N,N,N,N,No subjects taught through Irish,CATHOLIC,555,545,"1,100"
2025,62900M,Coláiste Mhuire,Ballygar,Co. Galway,,,Galway,F42D265,53.524244,-8.321261,Ballygar,Galway County Council,MS. EMMA TURLEY,info@cmballygar.ie,0906624740,Day,Mixed,Secondary,N,N,N,N,No subjects taught through Irish,CATHOLIC,160,146,306
2025,62930V,St. Cuan's College,Castleblakeney,Ballinasloe,Co Galway,,Galway,H53AN80,53.428697,-8.473183,Castleblakeney_Mountbellew,Galway County Council,MS. COLLETTE KENNEDY,stcuanscollege@stcuans.ie,0909678127,Day,Mixed,Secondary,N,N,N,N,No subjects taught through Irish,CATHOLIC,213,222,435
2025,62960H,St Joseph's College,Nun's Island,Galway,,,Galway,H91C3X5,529424.570138635,53.272593,Galway City,Galway City Council,MS. SARAH THERESA GLEESON,Office@bish.ie,091565980,Day,Boys,Secondary,N,N,N,N,No subjects taught through Irish,CATHOLIC,0,791,791
2025,62970K,Coláiste Iognáid S.J.,Br. Na Mara,Gaillimh,,,Galway,H91N732,53.26996,-9.061383,Galway City,Galway City Council,MR. DAVID O'SULLIVAN,admin@colaisteiognaid.ie,091501550,Day,Mixed,Secondary,N,N,N,N,Some pupils taught some subjects through Irish,CATHOLIC,291,346,637
2025,62981P,Coláiste Einde,Threadneedle Road,Salthill,Galway,,Galway,H91X798,53.265705,-9.089665,Galway City,Galway City Council,MISS URSULA DIAMOND,info@colaisteeinde.ie,091521407,Day,Mixed,Secondary,N,Y,N,N,No subjects taught through Irish,CATHOLIC,345,463,808
2025,62990Q,Dominican College,Taylors Hill,Galway,,,Galway,H91C573,528163.105965387,53.268575,Galway City,Galway City Council,MR. ALAN KINSELLA,office@taylorshill.ie,091523171,Day,Girls,Secondary,N,N,N,N,No subjects taught through Irish,CATHOLIC,564,0,564
2025,63001G,Jesus & Mary Secondary School,Threadneedle Road,Salthill,Galway,,Galway,H91D9H3,527311.144948486,53.263809,Galway City,Galway City Council,MS. ANN MARIE FLANNERY,admin@salerno.ie,091529500,Day,Girls,Secondary,N,N,N,N,No subjects taught through Irish,CATHOLIC,658,0,658
2025,63040Q,Presentation College,Headford,Co. Galway,,,Galway,H91D516,53.468371,-9.110354,Headford,Galway County Council,MISS FIONA MARY GALLAGHER,office@presheadford.ie,09335408,Day,Mixed,Secondary,N,N,N,N,No subjects taught through Irish,CATHOLIC,399,458,857
2025,63050T,Seamount College,Kinvara,Co Galway,,,Galway,H91N5P2,53.138747,-8.935411,Kinvara,Galway County Council,MS. MAIGHREAD MHIC DHOMHNAILL,principal@seamountcollege.ie,091 637362,Day,Mixed,Secondary,N,N,N,N,No subjects taught through Irish,CATHOLIC,337,291,628
2025,63070C,St Raphaels College,Loughrea,Co Galway,,,Galway,H62K271,53.197706,-8.5627,Loughrea,Galway County Council,MR. THOMAS CAFFERKY,ann.moran@saintraphaels.ie,0872959381,Day,Mixed,Secondary,N,N,N,N,No subjects taught through Irish,CATHOLIC,353,396,749
2025,63090I,Holy Rosary College,Mountbellew,Co Galway,,,Galway,H53VN50,53.469752,-8.497492,Castleblakeney_Mountbellew,Galway County Council,MR. THOMAS CREHAN,info@hrc.ie,0909679222,Day,Mixed,Secondary,N,N,N,N,No subjects taught through Irish,CATHOLIC,360,360,720
2025,63100I,Calasanctius College,Innplot,Oranmore,,,Galway,H91K7H2,53.267583,-8.933209,Oranmore,Galway County Council,MISS MARY CONLON,admin@calasanctius.ie,091794564,Day,Mixed,Secondary,N,N,N,N,No subjects taught through Irish,CATHOLIC,408,498,906
2025,63101K,St Pauls,Oughterard,Co Galway,,,Galway,H91PT86,53.430087,-9.32835,Oughterard,Galway County Council,MS. LINDA O'HARA,admin@stpaulsoughterard.ie,091552689,Day,Mixed,Secondary,N,N,N,N,No subjects taught through Irish,CATHOLIC,220,245,465
2025,63130R,Colaiste Chroi Mhuire,An Spideal,Co Na Gaillimhe,,,Galway,H91V963,722284.840037527,512731.919999537,IE04,Galway County Council,MS. GRAINNE FLANNERY,oifig@ccm.ie,091553113,Day,Mixed,Secondary,N,N,Y,N,All pupils taught all subjects through Irish,CATHOLIC,126,144,270
2025,63171I,Mercy College,Woodford,Loughrea,Co. Galway,,Galway,H62N968,53.049012,-8.397263,Woodford,Galway County Council,MR. LIAM CONWAY,admin@mercycollegewoodford.ie,0909749076,Day,Mixed,Secondary,N,N,N,N,No subjects taught through Irish,CATHOLIC,81,76,157
2025,63190M,Marist College,Retreat Road,Athlone,Co. Westmeath,,Westmeath,N37RX31,53.425156,-7.92629,Athlone,Westmeath County Council,MR. MICHAEL DERMODY,principal@maristathlone.net,0906474491,Day,Boys,Secondary,N,N,N,N,No subjects taught through Irish,CATHOLIC,0,610,610
2025,63210P,Our Lady's Bower,Retreat Rd.,Athlone,Co Westmeath,,Westmeath,N37TR58,53.422456,-7.922146,Athlone,Westmeath County Council,MS. ANNE BEADES,contact@ourladysbower.com,0906474777,Day,Girls,Secondary,N,N,N,N,No subjects taught through Irish,CATHOLIC,630,0,630
2025,63221U,Meán Scoil an Chlochair,Kilbeggan,Co. Westmeath,,,Westmeath,N91HDH2,53.368019,-7.484084,Kilbeggan,Westmeath County Council,MR. GARRETT FARRELL,info@mercykilbeggan.ie,0579332292,Day,Mixed,Secondary,N,N,N,N,No subjects taught through Irish,CATHOLIC,349,391,740
2025,63270K,"Colaiste Mhuire,",Mullingar,Co. Westmeath,,,Westmeath,N91AT04,53.527279,-7.346872,Mullingar,Westmeath County Council,MR. KEITH QUINN,reception@cbsmullingar.ie,0449344743,Day,Boys,Secondary,N,N,N,N,No subjects taught through Irish,CATHOLIC,0,873,873
2025,63280N,St Finian's College,Longford Road,Ballyglass,Mullingar,Co Westmeath,Westmeath,N91H593,53.539018,-7.355282,Mullingar,Westmeath County Council,MR. JOHN MCHALE,secretary@stfinianscollege.ie,0449348672,Day,Mixed,Secondary,N,N,N,N,No subjects taught through Irish,CATHOLIC,492,399,891
2025,63290Q,Loreto College,Harbour Rd,Mullingar,Westmeath,,Westmeath,N91PX98,53.529699,-7.346149,Mullingar,Westmeath County Council,MS. OLIVIA CALLAGHAN,info@loretomullingar.com,0449342055,Day,Girls,Secondary,N,N,N,N,No subjects taught through Irish,CATHOLIC,825,0,825
2025,63300Q,Wilson's Hospital School,Heathlands,Multyfarnham,Co. Westmeath,,Westmeath,N91AX97,53.6117,-7.417284,Mullingar,Westmeath County Council,MR. NOEL CUNNINGHAM,reception@whs.ie,0449371115,Mixed,Mixed,Secondary,N,N,N,N,No subjects taught through Irish,CHURCH OF IRELAND,248,205,453
2025,63310T,St Joseph's Secondary School,Rochfortbridge,Co. Westmeath,,,Westmeath,N91XV56,53.414234,-7.302234,Rochfordbridge,Westmeath County Council,MS. MARGARET COLE,office@mercyrochfortbridge.ie,0449225900,Day,Mixed,Secondary,N,N,N,N,No subjects taught through Irish,CATHOLIC,578,551,"1,129"
2025,63430G,St. Mary's C.B.S.,Borris Road,Portlaoise,Co. Laois,,Laois,R32C923,53.049875,-7.2793,Portlaoise,Laois County Council,MRS. MAURA MURPHY,mmurphy@portlaoisecbs.com,0578635041,Day,Boys,Secondary,N,N,N,N,No subjects taught through Irish,CATHOLIC,0,851,851
2025,63451O,Scoil Chriost Ri,Presentation Secondary School,Borris Road,Portlaoise,Co Laois,Laois,R32TK70,53.048767,-7.280179,Portlaoise,Laois County Council,MR. SEAN SMYTH,office@scrpl.ie,0578668002,Day,Girls,Secondary,N,N,N,N,No subjects taught through Irish,CATHOLIC,880,0,880
2025,63550Q,F.C.J. Secondary School,Bunclody,Enniscorthy,Co Wexford,,Wexford,Y21K284,691579.147104849,52.656315,Bunclody,Wexford County Council,MR. BRENDAN PATRICK DALY,office@fcjbunclody.ie,0539377308,Day,Mixed,Secondary,N,N,N,N,No subjects taught through Irish,CATHOLIC,542,533,"1,075"
2025,63560T,St. Mary's C.B.S.,Mill Park Road,Enniscorthy,Co Wexford,,Wexford,Y21YK35,52.497448,-6.569228,Enniscorthy,Wexford County Council,MR BRENDAN O'SULLIVAN,admin@cbsenniscorthy.ie,0539234330,Day,Boys,Secondary,N,N,N,N,No subjects taught through Irish,CATHOLIC,0,770,770
2025,63570W,Coláiste Bríde,Enniscorthy,Co Wexford,,,Wexford,Y21EF82,52.502817,-6.55919,Enniscorthy,Wexford County Council,MS. CATHERINE KIERA O'SULLIVAN,office@colaistebride.ie,0539234245,Day,Girls,Secondary,N,Y,N,N,No subjects taught through Irish,CATHOLIC,744,0,744
2025,63600F,Christian Brothers Secondary School,Mountgarrett,New Ross,Co Wexford,,Wexford,Y34WR12,52.398542,-6.940958,New Ross,Wexford County Council,MS. SARAH A RICE,secretary@cbsnewross.ie,051421384,Day,Mixed,Secondary,N,Y,N,N,No subjects taught through Irish,CATHOLIC,174,263,437
2025,63610I,Good Counsel College,New Ross,Co Wexford,,,Wexford,Y34R297,52.39583,-6.931456,New Ross,Wexford County Council,MR. MARK EDWARD O'BRIEN,info@goodcounselcollege.ie,051421182,Day,Boys,Secondary,N,N,N,N,No subjects taught through Irish,CATHOLIC,0,744,744
2025,63620L,St. Mary's Secondary School,Irishtown,New Ross,,,Wexford,Y34XR63,52.399489,-6.930871,New Ross,Wexford County Council,MR. JOHN MICHAEL PORTER,stmarysnewrossinfo@gmail.com,051421637,Day,Girls,Secondary,N,N,N,N,No subjects taught through Irish,CATHOLIC,706,0,706
2025,63630O,Our Lady of Lourdes Secondary School,Rosbercon,New Ross,Co Wexford,,Wexford,Y34FT82,52.398297,-6.953164,New Ross,Wexford County Council,MR. FINBARR LAFFAN,secretary@olol.ie,051422177,Day,Girls,Secondary,N,N,N,N,No subjects taught through Irish,CATHOLIC,173,0,173
2025,63640R,Christian Brothers Secondary School,Thomas St,Wexford,,,Wexford,Y35XV02,52.333533,-6.463421,Wexford,Wexford County Council,MR. MICHAEL B MCMAHON,admin@wexfordcbs.ie,0539141391,Day,Boys,Secondary,N,N,N,N,No subjects taught through Irish,CATHOLIC,0,732,732
2025,63650U,St Peter's College,Summerhill,Wexford,,,Wexford,Y35P8WT,52.335051,-6.472301,Wexford,Wexford County Council,MR. JOHN BANVILLE,office@stpeterscollege.ie,0539142071,Day,Boys,Secondary,N,N,N,N,No subjects taught through Irish,CATHOLIC,0,782,782
2025,63660A,Loreto Secondary School,Pembroke Hill,Ballynagee,Wexford.,,Wexford,Y35WT28,52.322869,-6.48575,Wexford,Wexford County Council,MR. JOHN MC GINNITY,principal@loretowexford.com,0539146162,Day,Girls,Secondary,N,N,N,N,No subjects taught through Irish,CATHOLIC,930,0,930
2025,63661C,Presentation Secondary School,Grogan's Road,Co. Wexford,Y35 XV70,,Wexford,Y35XV70,52.336022,-6.46457,Wexford,Wexford County Council,MR. WILLIAM RYAN,generaloffice@preswex.ie,0539124133,Day,Girls,Secondary,N,N,N,N,No subjects taught through Irish,CATHOLIC,996,0,996
2025,63710M,Mercy Secondary School,Ballymahon,Co Longford,,,Longford,N39P8C5,53.567323,-7.764913,Ballymahon,Longford County Council,GARY KENNY,principal@mercyballymahon.ie,0906432267,Day,Mixed,Secondary,N,N,N,N,No subjects taught through Irish,CATHOLIC,399,360,759
2025,63730S,Cnoc Mhuire,Granard,Co. Longford,,,Longford,N39D450,53.780364,-7.488724,Granard,Longford County Council,JENNIFER MCCABE,office@cnocmhuiregranard.ie,0436686231,Day,Mixed,Secondary,N,N,N,N,No subjects taught through Irish,CATHOLIC,269,310,579
2025,63750B,St. Mel's College,Longford,Co. Longford,,,Longford,N39XP92,53.728993,-7.793771,Longford_Newtownforbes,Longford County Council,MR. MALACHY FLANAGAN,stmels@stmelscollege.ie,0433346469,Day,Boys,Secondary,N,Y,N,N,No subjects taught through Irish,CATHOLIC,0,603,603
2025,63760E,Meán Scoil Muire,5 St. Joseph's Road,Longford Town,Co. Longford,,Longford,N39H6R2,53.725613,-7.796149,Longford_Newtownforbes,Longford County Council,MS. SIOBHAN CATHERINE CULLEN,info@scoilmhuirelongford.ie,0433346608,Day,Girls,Secondary,N,Y,N,N,No subjects taught through Irish,CATHOLIC,600,0,600
2025,63840C,St. Joseph's C.B.S.,Newfoundwell Rd,Drogheda,Co Louth,,Louth,A92EC62,53.724209,-6.331242,Drogheda,Louth County Council,MR. PAUL MICHAEL SAVAGE,info@droghedacbs.ie,0419837232,Day,Mixed,Secondary,N,N,N,N,No subjects taught through Irish,CATHOLIC,170,958,"1,128"
2025,63841E,St Mary's Diocesan School,Beamore Road,Drogheda,Co. Louth,,Louth,A92TF24,53.708474,-6.347505,Drogheda,Louth County Council,MS. CATHERINA MCNICHOLAS,office@stmarysds.ie,0419837581,Day,Boys,Secondary,N,N,N,N,No subjects taught through Irish,CATHOLIC,0,917,917
2025,63850F,Our Lady's College,Greenhills,Drogheda,Co. Louth,,Louth,A92VP28,53.720359,-6.326852,Drogheda,Louth County Council,MR. PAUL BRYCE,office@ourladys.ie,0419831219,Day,Girls,Secondary,N,N,N,N,No subjects taught through Irish,CATHOLIC,965,0,965
2025,63860I,Sacred Heart Secondary School,Sunnyside,Drogheda,Co Louth,,Louth,A92K796,53.711215,-6.342977,Drogheda,Louth County Council,MRS. LEONI CARROLL,mhoey@sacredheart.ie,0419837812,Day,Girls,Secondary,N,N,N,N,No subjects taught through Irish,CATHOLIC,717,0,717
2025,63870L,Drogheda Grammar School,Mornington Road,Drogheda,Co Louth,,Louth,A92D9KF,53.718767,-6.303705,Drogheda,Louth County Council,MR. HUGH BAKER,info@droghedagrammarschool.ie,0419838281,Day,Mixed,Secondary,Y,N,N,N,No subjects taught through Irish,QUAKER,222,335,557
2025,63880O,Colaiste Rís,Sráid an tSéipéil,Dún Dealgan,Co Lú,,Louth,A91N798,54.007401,-6.400578,Dundalk,Louth County Council,MS. CATHERINE MULHERN,priomhoide@colaisteris.ie,0429334336,Day,Mixed,Secondary,N,N,N,N,Some pupils taught all subjects through Irish,CATHOLIC,246,370,616
2025,63890R,St Mary's College,"St.Marys College,","St. Marys Road,",Dundalk,Co.Louth,Louth,A91W838,54.009212,-6.39794,Dundalk,Louth County Council,MR. ALAN GERARD CRAVEN,office@maristdundalk.ie,0429339977,Day,Mixed,Secondary,N,N,N,N,No subjects taught through Irish,CATHOLIC,384,532,916
2025,63891T,De La Salle College,Castleblayney Road,Dundalk,Co. Louth,,Louth,A91FC91,703023.854627353,54.016732,Dundalk,Louth County Council,MS. NICOLA CONNOLLY,secretary@delasalle.ie,0429331179,Day,Boys,Secondary,N,N,N,N,No subjects taught through Irish,CATHOLIC,0,755,755
2025,63900R,St Vincent's Secondary School,Seatown Place,Dundalk,Co. Louth,,Louth,A91EW81,54.005433,-6.39204,Dundalk,Louth County Council,MRS. DEIRDRE MATTHEWS,principal@stv.ie,0877434395,Day,Girls,Secondary,N,N,N,N,No subjects taught through Irish,CATHOLIC,928,0,928
2025,63910U,St Louis Secondary School,Dun Lughaidh,Dundalk,Co Louth,,Louth,A91AE65,703147.206520015,54.01704,Dundalk,Louth County Council,MRS. MICHELLE DOLAN,info@stlouisdundalk.ie,0429334474,Day,Girls,Secondary,N,Y,N,N,No subjects taught through Irish,CATHOLIC,524,0,524
2025,63920A,Dundalk Grammar School,The Crescent,Dundalk,Co Louth,,Louth,A91FH00,53.997516,-6.410449,Dundalk,Louth County Council,MR. JONATHAN GRAHAM,records@dgs.ie,0429334459,Mixed,Mixed,Secondary,Y,N,N,N,No subjects taught through Irish,CHURCH OF IRELAND,266,331,597
2025,64130W,Scoil Pól,Kilfinane,Co. Limerick,,,Limerick,V35YH27,567891.731392955,52.361494,Kilfinane,Limerick County Council,MS. MAIREAD FINUCANE,secretary@scoilpol.ie,06391197,Day,Mixed,Secondary,N,N,N,N,No subjects taught through Irish,CATHOLIC,365,350,715
2025,64150F,Glenstal Abbey School,Murroe,Co Limerick,,,Limerick,V94HC84,52.660976,-8.388463,Newport,Limerick County Council,MR. MARIUS CARNEY,administration@glenstal.com,061621010,Mixed,Boys,Secondary,Y,N,N,N,No subjects taught through Irish,CATHOLIC,0,203,203
2025,64170L,Scoil Mhuire & Íde,Boherbui,Newcastle West,Co Limerick,,Limerick,V42RT27,527899.802972078,52.446156,Newcastlewest,Limerick County Council,MS. MICHELLE THOMPSON,info@smincw.ie,06962443,Day,Mixed,Secondary,N,N,N,N,No subjects taught through Irish,CATHOLIC,372,382,754
2025,64180O,Salesian Secondary College,Don Bosco Road,Pallaskenry,Co Limerick,,Limerick,V94WP86,52.647198,-8.857338,Askeaton/Foynes/Shanagolden/Pallaskenry,Limerick County Council,MR. KEITH O'RAHILLY,secretary@salesiancollege.ie,061393105,Day,Mixed,Secondary,N,N,N,N,No subjects taught through Irish,CATHOLIC,338,408,746
2025,64200R,Colaiste Mhichil,Sexton Street,Limerick,,,Limerick,V94NF25,52.659193,-8.621261,Limerick City,Limerick City Council,MR. DENIS O CONNOR,info@cbssextonstreet.ie,061416628,Day,Boys,Secondary,N,Y,N,N,No subjects taught through Irish,CATHOLIC,0,349,349
2025,64201T,Ardscoil Ris,North Circular Rd,Limerick,,,Limerick,V94V602,52.665416,-8.641245,Limerick City,Limerick City Council,MR. THOMAS EDWARD PRENDERGAST,asroffice@ardscoil.com,061453828,Day,Boys,Secondary,N,N,N,N,No subjects taught through Irish,CATHOLIC,0,728,728
2025,64220A,St Clements College,Laurel Hill Avenue,South Circular Road,Limerick,,Limerick,V94HP44,52.655869,-8.638258,Limerick City,Limerick City Council,MICHAEL O CONNOR,admin@stclements.ie,061315878,Day,Boys,Secondary,N,Y,N,N,No subjects taught through Irish,CATHOLIC,0,411,411
2025,64240G,St Munchin's College,Corbally,Limerick,,,Limerick,V94HXW5,52.681994,-8.614302,Limerick City,Limerick City Council,MR. SHANE FITZGERALD,office@stmunchinscollege.ie,061348922,Day,Boys,Secondary,N,N,N,N,No subjects taught through Irish,CATHOLIC,0,682,682
2025,64250J,Coláiste Nano Nagle,Sexton Street,Limerick,,,Limerick,V94YW24,52.660177,-8.622251,Limerick City,Limerick City Council,MS. SINEAD MOLONEY,office@cnnlimerick.ie,061410390,Day,Girls,Secondary,N,Y,N,N,No subjects taught through Irish,CATHOLIC,365,0,365
2025,64260M,Laurel Hill Secondary School FCJ,Laurel Hill Secondary School FCJ,South Circular Road,Limerick,,Limerick,V94D2Y5,556732.041414851,52.654991,Limerick City,Limerick City Council,MR. JAMES COLLINS,principal@laurelhillfcj.ie,061319383,Day,Girls,Secondary,N,N,N,N,No subjects taught through Irish,CATHOLIC,746,0,746
2025,64270P,Laurel Hill Coláiste FCJ,Cnoc Na Labhras,Luimneach,,,Limerick,V94CR26,556786.370465368,52.655128,Limerick City,Limerick City Council,MS. UNA GRIFFIN,principal@laurelhillcolaistefcj.ie,061313636,Day,Girls,Secondary,N,N,N,N,All pupils taught all subjects through Irish,CATHOLIC,315,0,315
2025,64290V,Ardscoil Mhuire,Corbally,Limerick,,,Limerick,V94X47D,52.670029,-8.61452,Limerick City,Limerick City Council,MISS BRID HERBERT,info@asmlimerick.ie,061349014,Day,Girls,Secondary,N,Y,N,N,No subjects taught through Irish,CATHOLIC,591,0,591
2025,64310B,Villiers Secondary School,North Circular Road,Limerick,,,Limerick,V94F983,52.661748,-8.657542,Limerick City,Limerick City Council,MS. JILL STOREY,secretary@villiers-school.com,061 451447,Mixed,Mixed,Secondary,Y,N,N,N,No subjects taught through Irish,CHURCH OF IRELAND,286,222,508
