Academic Year,Roll Number,Official School Name,Address 1,Address 2,Address 3,Address 4,Eircode,School Latitude,School Longitude,School Planning area,County,Local Authority,Principal Name,Email,Phone,Ethos/Religion,Patron,Post Primary School Type,Irish Classification - Post Primary,School Gender - Post Primary,Pupil Attendance Type,Fee Paying School (Y/N),Island Location (Y/N),Gaeltacht Area Location (Y/N),DEIS (Y/N),FEMALE,MALE,Total 2023-2024
2023,62330U,Patrician Academy,Mallow,Co Cork,,,P51YK80,52.139656,-8.644905,Mallow,Cork,Cork County Council,MS. ELAINE O'REGAN,admin@patricianacademy.com,02221884,CATHOLIC,Bishop of Cloyne,Secondary,No subjects taught through Irish,Boys,Day,N,N,N,N,0,556,556
2023,62350D,St Mary's Secondary School,Bathview,Mallow,Co Cork,,P51PY04,52.141366,-8.641332,Mallow,Cork,Cork County Council,MS. YVONNE BANE,info@stmarysmallow.com,02221998,CATHOLIC,CEIST ,Secondary,No subjects taught through Irish,Girls,Day,N,N,N,N,750,0,750
2023,62360G,Christian Brothers Secondary School,"Castleredmond,","Midleton,",Co. Cork.,,P25C951,51.907227,-8.170279,Midleton_Carrigtwohill,Cork,Cork County Council,MR. NIALL AHERN,office@midletoncbs.ie,0214631555,CATHOLIC,Edmund Rice Schools Trust,Secondary,No subjects taught through Irish,Boys,Day,N,N,N,N,0,940,940
2023,62370J,Midleton College,Connolly Street,Midleton,Co.Cork,,P25F898,51.915357,-8.16942,Midleton_Carrigtwohill,Cork,Cork County Council,MR. EDWARD GASH,office@midletoncollege.ie,0214631146,CHURCH OF IRELAND, Board of Governors of Midleton College,Secondary,No subjects taught through Irish,Mixed,Mixed,Y,N,N,N,230,244,474
2023,62380M,St Mary's High School,"Castleredmond,","Midleton,",Co. Cork.,,P25XC57,51.908303,-8.169494,Midleton_Carrigtwohill,Cork,Cork County Council,UAS. DONNACHA O'BRIAIN,info@stmarysmidleton.com,021-4631973,CATHOLIC,CEIST ,Secondary,No subjects taught through Irish,Girls,Day,N,N,N,N,767,0,767
2023,62420V,Christian Brothers Secondary School,Mitchelstown,Co Cork,,,P67XF64,52.26376,-8.266675,Mitchelstown,Cork,Cork County Council,MS. MARY HANNON,info@cbsmitchelstown.ie,02524104,CATHOLIC,Edmund Rice Schools Trust,Secondary,No subjects taught through Irish,Boys,Day,N,N,N,N,0,409,409
2023,62421A,Presentation Secondary School,Brigown,Mitchelstown,,,P67RC65,52.265413,-8.265304,Mitchelstown,Cork,Cork County Council,MS. LORRAINE O'KEEFFE,office@presmitchelstown.ie,02524394,CATHOLIC,CEIST ,Secondary,No subjects taught through Irish,Girls,Day,N,N,N,N,335,0,335
2023,62440E,Scoil na mBráithre Chríostaí,Bakers Road,Charleville,Co Cork,,P56RX94,52.354522,-8.679234,Rath Luirc_Charleville,Cork,Cork County Council,ANDREA MURPHY,reception@cbscharleville.com,06381789,CATHOLIC,Edmund Rice Schools Trust,Secondary,No subjects taught through Irish,Boys,Day,N,N,N,N,0,258,258
2023,62450H,St. Mary's Secondary School,Smiths Road,Charleville,Co Cork,,P56C672,52.355069,-8.686838,Rath Luirc_Charleville,Cork,Cork County Council,MRS. GILLIAN O'CALLAGHAN,admin@stmaryscharleville.org,063 81877,CATHOLIC,CEIST ,Secondary,No subjects taught through Irish,Girls,Day,N,N,N,N,283,0,283
2023,62460K,St Francis Capuchin College,Rochestown,Co Cork,,,T12TK82,51.869229,-8.376033,Passage West,Cork,Cork City Council,MRS. MARIE RING,info@stfranciscollege.ie,0214891417,CATHOLIC,Capuchin Franciscan Order (Provincial Council),Secondary,No subjects taught through Irish,Boys,Day,N,N,N,N,0,792,792
2023,62470N,Mount St Michael,Rosscarbery,Co Cork,,,P85DY26,51.583034,-9.02573,Roscarbery,Cork,Cork County Council,MR. BART KERRISK,info@mtsm.ie,0238848114,CATHOLIC,CEIST ,Secondary,No subjects taught through Irish,Mixed,Day,N,N,N,N,185,196,381
2023,62520C,Christian Brothers College,Sidney Hill,Wellington Road,Cork.,,T23FY09,51.903624,-8.467765,Montenotte_CorkCity,Cork,Cork City Council,MR. DAVID LORDON,enquire@cbccork.ie,0214501653,CATHOLIC,Edmund Rice Schools Trust,Secondary,No subjects taught through Irish,Boys,Day,Y,N,N,N,0,917,917
2023,62530F,North Monastery Secondary School,Our Lady's Mount,North Monastery Rd.,Cork,,T23P825,51.908002,-8.480606,Gurranbraher_CorkCity,Cork,Cork City Council,MR. JAMES BOYLE,info@northmonastery.ie,0214301318,CATHOLIC,Edmund Rice Schools Trust,Secondary,No subjects taught through Irish,Mixed,Day,N,N,N,Y,22,269,291
2023,62531H,Gaelcholáiste Mhuire,Gaelcholáiste Mhuire (A.G.),An Mhainistir Thuaidh,Corcaigh,,T23WN77,51.909225,-8.480668,Gurranbraher_CorkCity,Cork,Cork City Council,MR. DONAL O'BUACHALLA,info@gcm.ie,0214307579,CATHOLIC,Edmund Rice Schools Trust,Secondary,All pupils taught all subjects through Irish,Mixed,Day,N,N,N,Y,326,368,694
2023,62540I,Coláiste Éamann Rís,St Patrick's Road,Cork,,,T12XT96,51.890029,-8.473751,Glasheen_CorkCity,Cork,Cork City Council,MR. AARON WOLFE,info@cercork.ie,0214962025,CATHOLIC,Edmund Rice Schools Trust,Secondary,No subjects taught through Irish,Mixed,Day,N,N,N,Y,277,441,718
2023,62560O,Coláiste Chríost Rí,"Capwell Road,","Turners Cross,",Cork.,,T12YF83,51.889626,-8.464471,Glasheen_CorkCity,Cork,Cork City Council,MR. PATRICK G MCAREE,info@ccrcork.com,0214274904,CATHOLIC,Presentation Brothers Schools Trust,Secondary,Some pupils taught some subjects through Irish,Boys,Day,N,N,N,N,0,524,524
2023,62570R,Presentation Brothers College,The Mardyke,Cork,,,T12VK49,51.897594,-8.485035,Glasheen_CorkCity,Cork,Cork City Council,MR. DAVID BARRY,info@pbc-cork.ie,0214272743,CATHOLIC,Presentation Brothers Schools Trust,Secondary,No subjects taught through Irish,Boys,Day,Y,N,N,N,0,704,704
2023,62580U,Coláiste an Spioraid Naoimh,Bishopstown,Cork,,,T12C938,51.882981,-8.517577,Glasheen_CorkCity,Cork,Cork City Council,MISS BRENDA BRIDGET MARY DUNNE,csnoffice@csncork.ie,0214543790,CATHOLIC,Presentation Brothers Schools Trust,Secondary,No subjects taught through Irish,Boys,Day,N,N,N,N,0,713,713
2023,62590A,St Vincent's Secondary School,St Mary's Road,Cork,,,T23NH01,51.906567,-8.478386,Gurranbraher_CorkCity,Cork,Cork City Council,MR. JAMES DEANE,info@stvincentscork.com,0214307730,CATHOLIC,Religious Sisters of Charity,Secondary,No subjects taught through Irish,Girls,Day,N,N,N,Y,233,0,233
2023,62621I,Nano Nagle College,Farranree,Cork,,,T23WD99,51.91201,-8.485558,Gurranbraher_CorkCity,Cork,Cork City Council,MR. ADRIAN GIBBS,adriangibbs@nanonaglecollege.ie,0214303330,CATHOLIC,CEIST ,Secondary,No subjects taught through Irish,Mixed,Day,N,N,N,Y,106,13,119
2023,62630J,St Aloysius School,Sharman Crawford Street,Cork,,,T12RK03,51.895678,-8.482248,Glasheen_CorkCity,Cork,Cork City Council,MS. ALEXANDRIA SAVAGE,principal@stalscork.com,0214316017,CATHOLIC,CEIST ,Secondary,No subjects taught through Irish,Girls,Day,N,N,N,N,301,0,301
2023,62640M,St. Angela's College,St. Patrick's Hill,Cork,,Cork,T23EA33,51.902863,-8.470368,Montenotte_CorkCity,Cork,Cork City Council,MR. PATRICK CURRAN,sac.cork@gmail.com,0214500059,CATHOLIC,Le Chéile Schools Trust ,Secondary,No subjects taught through Irish,Girls,Day,N,N,N,N,608,0,608
2023,62650P,Ursuline College Blackrock,Blackrock,Cork,,,T12HR04,51.895751,-8.416103,Ballintemple_CorkCity,Cork,Cork City Council,MR. PATRICK MCBETH,administration@urscorkb.com,0214358012,CATHOLIC,Le Chéile Schools Trust,Secondary,No subjects taught through Irish,Girls,Day,N,N,N,Y,321,0,321
2023,62661U,Mount Mercy College,Model Farm Road,Cork,,,T12AD60,51.889898,-8.516914,Glasheen_CorkCity,Cork,Cork City Council,MS. PATRICIA RYAN,admin@mountmercy.ie,0214542366,CATHOLIC,CEIST ,Secondary,No subjects taught through Irish,Girls,Day,N,N,N,N,793,0,793
2023,62690E,Scoil Mhuire,1-3 Sidney Place,Wellington Road,Cork,,T23PF76,51.902221,-8.468071,Montenotte_CorkCity,Cork,Cork City Council,MRS. REGINA BUTLER,info@scoilmhuirecork.ie,0214501844,CATHOLIC,Named Individual,Secondary,No subjects taught through Irish,Girls,Day,Y,N,N,N,440,0,440
2023,62691G,Regina Mundi College,Douglas Road,Cork,,,T12HN93,51.883151,-8.443819,Ballintemple_CorkCity,Cork,Cork City Council,MS. YVONNE LUCEY,info@reginamundicork.ie,0214291681,CATHOLIC,Regina Mundi (Cork) Ltd,Secondary,No subjects taught through Irish,Girls,Day,N,N,N,N,560,0,560
2023,62692I,Christ King Girls' Secondary School,Half Moon Lane,South Douglas Road,Cork,,T12R22C,51.88427,-8.462222,Ballintemple_CorkCity,Cork,Cork City Council,MS. RICHEL LONG,admin@christkingschool.com,0214961448,CATHOLIC,CEIST,Secondary,No subjects taught through Irish,Girls,Day,N,N,N,N,720,0,720
2023,62693K,Presentation Secondary School,Joe Murphy Road,Ballyphehane,Cork,,T12YH04,51.883846,-8.478417,Glasheen_CorkCity,Cork,Cork City Council,MR. BARRY O'SHEA,admin@presballyphehane.com,0214961765,CATHOLIC,CEIST ,Secondary,No subjects taught through Irish,Mixed,Day,N,N,N,Y,168,0,168
2023,62730N,St Patricks College,Gardiner's Hill,Cork,,,T23HX04,51.908326,-8.454949,Montenotte_CorkCity,Cork,Cork City Council,MR. BRIAN CRONIN,office@stpatrickscork.org,0214503055,CATHOLIC,Bishop of Cork & Ross,Secondary,No subjects taught through Irish,Mixed,Day,N,N,N,Y,184,0,184
2023,62770C,Scoil Mhuire Secondary School,St. Oran's Road,Buncrana,Co. Donegal,,F93PN53,55.131336,-7.458074,Buncrana,Donegal,Donegal County Council,MISS ROSALEEN GRANT,info@scoilmhuirebuncrana.ie,0749361065,CATHOLIC,CEIST ,Secondary,No subjects taught through Irish,Mixed,Day,N,N,N,Y,430,470,900
2023,62830R,St Eunan's College,Letterkenny,Co Donegal,,,F92RR71,54.951993,-7.745485,Letterkenny,Donegal,Donegal County Council,MR. DAMIEN JAMES MC CROARY,info@sainteunans.com,0749121143,CATHOLIC,Bishop of Raphoe,Secondary,No subjects taught through Irish,Boys,Day,N,N,N,N,0,998,998
2023,62840U,Loreto Secondary School,Letterkenny,Co Donegal,,,F92X981,54.95019,-7.741206,Letterkenny,Donegal,Donegal County Council,SR. GERALDINE MULLEN,info@loretoletterkenny.ie,0749121850,CATHOLIC,Loreto Education Trust,Secondary,No subjects taught through Irish,Girls,Day,N,N,N,N,938,0,938
2023,62861F,St Columbas College,Stranorlar,Co. Donegal,,,F93KN62,54.804345,-7.774472,Stranorlar,Donegal,Donegal County Council,MR. THOMAS ROWAN,admin@stcolumbasstranorlar.ie,0749131246,CATHOLIC,CEIST ,Secondary,No subjects taught through Irish,Mixed,Day,N,N,N,N,448,490,938
2023,62870G,Presentation College,"Ballygarraun South,","Athenry,",Co Galway,,H65VA49,53.298286,-8.761993,Athenry,Galway,Galway County Council,MR. CATHAL MOORE,office@presathenry.ie,091844144,CATHOLIC,CEIST ,Secondary,No subjects taught through Irish,Mixed,Day,N,N,N,N,557,524,"1,081"
2023,62880J,Colaiste Sheosaimh,Gearrbhaile,Beál Átha na Slua,Co na Gaillimhe,,H53R273,53.323749,-8.249219,Ballinasloe,Galway,Galway County Council,MR. PAUL WALSH,garbally.college@gmail.com,0909642504,CATHOLIC,Bishop of Clonfert,Secondary,No subjects taught through Irish,Boys,Day,N,N,N,N,0,465,465
2023,62890M,Ardscoil Mhuire,Mackney,Ballinasloe,Co Galway,,H53CP40,53.322304,-8.246749,Ballinasloe,Galway,Galway County Council,MR. PAURIC HANLON,phanlon@ardscoilmhuire.ie,0909642206,CATHOLIC,CEIST ,Secondary,No subjects taught through Irish,Girls,Day,N,N,N,Y,483,0,483
2023,62900M,Coláiste Mhuire,Ballygar,Co. Galway,,,F42D265,53.524244,-8.321261,Ballygar,Galway,Galway County Council,MS. EMMA TURLEY,info@cmballygar.ie,0906624740,CATHOLIC,"Board of Trustees of Scoil Mhuire, Ballygar",Secondary,No subjects taught through Irish,Mixed,Day,N,N,N,N,134,130,264
2023,62930V,St. Cuan's College,Castleblakeney,Ballinasloe,Co Galway,,H53AN80,53.428697,-8.473183,Castleblakeney_Mountbellew,Galway,Galway County Council,MS. COLLETTE KENNEDY,stcuanscollege@stcuans.ie,0909678127,CATHOLIC,"Bishop of Galway, Kilmacduagh & Kilfenora",Secondary,No subjects taught through Irish,Mixed,Day,N,N,N,N,197,213,410
2023,62960H,St Joseph's College,Nun's Island,Galway,,,H91C3X5,53.272593,-9.058094,Galway City,Galway,Galway City Council,MR. JOHN MADDEN,Office@bish.ie,091565980,CATHOLIC,Le Chéile Schools Trust ,Secondary,No subjects taught through Irish,Boys,Day,N,N,N,N,0,777,777
2023,62970K,Coláiste Iognáid S.J.,Br. Na Mara,Gaillimh,,,H91N732,53.26996,-9.061383,Galway City,Galway,Galway City Council,MR. DAVID O'SULLIVAN,admin@colaisteiognaid.ie,091501550,CATHOLIC,Society of Jesus (Jesuits),Secondary,Some pupils taught some subjects through Irish,Mixed,Day,N,N,N,N,276,352,628
2023,62981P,Coláiste Einde,Threadneedle Road,Salthill,Galway,,H91X798,53.265705,-9.089665,Galway City,Galway,Galway City Council,MS. DEIRBHLE QUINN,info@colaisteeinde.ie,091521407,CATHOLIC,"Bishop of Galway, Kilmacduagh & Kilfenora",Secondary,No subjects taught through Irish,Mixed,Day,N,N,N,Y,339,464,803
2023,62990Q,Dominican College,Taylors Hill,Galway,,,H91C573,53.268575,-9.076906,Galway City,Galway,Galway City Council,MR. ALAN KINSELLA,office@taylorshill.ie,091523171,CATHOLIC,Le Chéile Schools Trust ,Secondary,No subjects taught through Irish,Girls,Day,N,N,N,N,610,0,610
2023,63001G,Jesus & Mary Secondary School,Threadneedle Road,Salthill,Galway,,H91D9H3,53.263809,-9.089557,Galway City,Galway,Galway City Council,MS. ANN MARIE LUCEY,admin@salerno.ie,091529500,CATHOLIC,Le Chéile Schools Trust ,Secondary,No subjects taught through Irish,Girls,Day,N,N,N,N,674,0,674
2023,63040Q,Presentation College,Headford,Co. Galway,,,H91D516,53.468371,-9.110354,Headford,Galway,Galway County Council,MISS FIONA MARY GALLAGHER,office@presheadford.ie,09335408,CATHOLIC,CEIST ,Secondary,No subjects taught through Irish,Mixed,Day,N,N,N,N,373,461,834
2023,63050T,Seamount College,Kinvara,Co Galway,,,H91N5P2,53.138747,-8.935411,Kinvara,Galway,Galway County Council,MS. MAIGHREAD MHIC DHOMHNAILL,principal@seamountcollege.ie,091 637362,CATHOLIC,"Bishop of Galway, Kilmacduagh & Kilfenora",Secondary,No subjects taught through Irish,Mixed,Day,N,N,N,N,348,272,620
2023,63070C,St Raphaels College,Loughrea,Co Galway,,,H62K271,53.197706,-8.5627,Loughrea,Galway,Galway County Council,MR. THOMAS CAFFERKY,ann.moran@saintraphaels.ie,0872959381,CATHOLIC,CEIST ,Secondary,No subjects taught through Irish,Mixed,Day,N,N,N,N,351,394,745
2023,63090I,Holy Rosary College,Mountbellew,Co Galway,,,H53VN50,53.469752,-8.497492,Castleblakeney_Mountbellew,Galway,Galway County Council,MR. THOMAS CREHAN,info@hrc.ie,0909679222,CATHOLIC,CEIST ,Secondary,No subjects taught through Irish,Mixed,Day,N,N,N,N,361,342,703
2023,63100I,Calasanctius College,Innplot,Oranmore,,,H91K7H2,53.267583,-8.933209,Oranmore,Galway,Galway County Council,MISS MARY CONLON,admin@calasanctius.ie,091794564,CATHOLIC,CEIST ,Secondary,No subjects taught through Irish,Mixed,Day,N,N,N,N,433,469,902
2023,63101K,St Pauls,Oughterard,Co Galway,,,H91PT86,53.430087,-9.32835,Oughterard,Galway,Galway County Council,MS. LINDA O'HARA,admin@stpaulsoughterard.ie,0879944152,CATHOLIC,CEIST ,Secondary,No subjects taught through Irish,Mixed,Day,N,N,N,N,238,243,481
2023,63130R,Colaiste Chroi Mhuire,An Spideal,Co Na Gaillimhe,,,H91V963,53.243757,-9.307488,Spiddal_Inverin,Galway,Galway County Council,MS. TRIONA UI MHURCHU,oifig@ccm.ie,091553113,CATHOLIC,CEIST ,Secondary,All pupils taught all subjects through Irish,Mixed,Day,N,N,Y,N,145,136,281
2023,63171I,Mercy College,Woodford,Loughrea,Co. Galway,,H62N968,53.049012,-8.397263,Woodford,Galway,Galway County Council,MR. LIAM CONWAY,admin@mercycollegewoodford.ie,0909749076,CATHOLIC,CEIST ,Secondary,No subjects taught through Irish,Mixed,Day,N,N,N,N,80,80,160
2023,63190M,Marist College,Retreat Road,Athlone,Co. Westmeath,,N37RX31,53.425156,-7.92629,Athlone,Westmeath,Westmeath County Council,MR. MICHAEL DERMODY,principal@maristathlone.net,0906474491,CATHOLIC,Marist Brothers (Province of West Central Europe),Secondary,No subjects taught through Irish,Boys,Day,N,N,N,N,0,584,584
2023,63210P,Our Lady's Bower,Retreat Rd.,Athlone,Co Westmeath,,N37TR58,53.422456,-7.922146,Athlone,Westmeath,Westmeath County Council,MS. ANNE BEADES,contact@ourladysbower.com,0906474777,CATHOLIC,La Sainte Union Sisters,Secondary,No subjects taught through Irish,Girls,Day,N,N,N,N,664,0,664
2023,63221U,Meán Scoil an Chlochair,Kilbeggan,Co. Westmeath,,,N91HDH2,53.367551299154,-7.49265083670972,Kilbeggan,Westmeath,Westmeath County Council,MR. GARRETT FARRELL,info@mercykilbeggan.ie,0579332292,CATHOLIC,CEIST ,Secondary,No subjects taught through Irish,Mixed,Day,N,N,N,N,327,366,693
2023,63270K,"Colaiste Mhuire,",Mullingar,Co. Westmeath,,,N91AT04,53.527279,-7.346872,Mullingar,Westmeath,Westmeath County Council,MR. KEITH QUINN,reception@cbsmullingar.ie,0449344743,CATHOLIC,Edmund Rice Schools Trust,Secondary,No subjects taught through Irish,Mixed,Day,N,N,N,N,0,841,841
2023,63280N,St Finian's College,Longford Road,Ballyglass,Mullingar,Co Westmeath,N91H593,53.539018,-7.355282,Mullingar,Westmeath,Westmeath County Council,MR. JOHN MCHALE,secretary@stfinianscollege.ie,0449348672,CATHOLIC,Bishop of Meath,Secondary,No subjects taught through Irish,Mixed,Day,N,N,N,N,437,412,849
2023,63290Q,Loreto College,Harbour Rd,Mullingar,Westmeath,,N91PX98,53.529699,-7.346149,Mullingar,Westmeath,Westmeath County Council,Ms. Olivia Callaghan,info@loretomullingar.com,0449342055,CATHOLIC,Loreto Education Trust,Secondary,No subjects taught through Irish,Girls,Day,N,N,N,N,841,0,841
2023,63300Q,Wilson's Hospital School,Heathlands,Multyfarnham,Co. Westmeath,,N91AX97,53.6117,-7.417284,Mullingar,Westmeath,Westmeath County Council,MR. FRANCIS MILLING,reception@whs.ie,0449371115,CHURCH OF IRELAND,"Joint patronage between five COI bishops, namely : Archbishop of Dublin & bishop of Glendalough, Archbishop of Armagh , Bishop of Meath & Kildare, Bishop of Kilmore, Elphin & Ardagh, Bishop of Tuam, Killala & Achonry",Secondary,No subjects taught through Irish,Mixed,Mixed,N,N,N,N,273,208,481
2023,63310T,St Joseph's Secondary School,Rochfortbridge,Co. Westmeath,,,N91XV56,53.414234,-7.302234,Rochfordbridge,Westmeath,Westmeath County Council,MS. MARGARET COLE,office@mercyrochfortbridge.ie,0449225900,CATHOLIC,CEIST ,Secondary,No subjects taught through Irish,Mixed,Day,N,N,N,N,513,536,"1,049"
2023,63430G,St. Mary's C.B.S.,Borris Road,Portlaoise,Co. Laois,,R32C923,53.049875,-7.2793,Portlaoise,Laois,Laois County Council,MRS. MAURA MURPHY,mmurphy@portlaoisecbs.com,0578635041,CATHOLIC,Edmund Rice Schools Trust,Secondary,No subjects taught through Irish,Boys,Day,N,N,N,N,0,739,739
2023,63451O,Scoil Chriost Ri,Presentation Secondary School,Borris Road,Portlaoise,Co Laois,R32TK70,53.048767,-7.280179,Portlaoise,Laois,Laois County Council,MISS HELEN O'DONNELL,office@scrpl.ie,0578668002,CATHOLIC,CEIST ,Secondary,No subjects taught through Irish,Girls,Day,N,N,N,N,791,0,791
2023,63550Q,F.C.J. Secondary School,Bunclody,Enniscorthy,Co Wexford,,Y21K284,52.656315,-6.646386,Bunclody,Wexford,Wexford County Council,MR. BRENDAN PATRICK DALY,office@fcjbunclody.ie,0539377308,CATHOLIC,Le Chéile Schools Trust ,Secondary,No subjects taught through Irish,Mixed,Day,N,N,N,N,520,483,"1,003"
2023,63560T,St. Mary's C.B.S.,Mill Park Road,Enniscorthy,Co Wexford,,Y21YK35,52.497448,-6.569228,Enniscorthy,Wexford,Wexford County Council,Mr Brendan O'Sullivan,admin@cbsenniscorthy.ie,0539234330,CATHOLIC,Edmund Rice Schools Trust,Secondary,No subjects taught through Irish,Boys,Day,N,N,N,N,0,755,755
2023,63570W,Coláiste Bríde,Enniscorthy,Co Wexford,,,Y21EF82,52.502817,-6.55919,Enniscorthy,Wexford,Wexford County Council,MS. CATHERINE KIERA O'SULLIVAN,office@colaistebride.ie,0539234245,CATHOLIC,CEIST ,Secondary,No subjects taught through Irish,Girls,Day,N,N,N,Y,761,0,761
2023,63600F,Christian Brothers Secondary School,Mountgarrett,New Ross,Co Wexford,,Y34WR12,52.398542,-6.940958,New Ross,Wexford,Wexford County Council,MR. PATRICK J. ROSSITER,secretary@cbsnewross.ie,051421384,CATHOLIC,Edmund Rice Schools Trust,Secondary,No subjects taught through Irish,Mixed,Day,N,N,N,Y,146,277,423
2023,63610I,Good Counsel College,New Ross,Co Wexford,,,Y34R297,52.39583,-6.931456,New Ross,Wexford,Wexford County Council,MR. MARK EDWARD O'BRIEN,info@goodcounselcollege.ie,051421182,CATHOLIC,Order of St Augustine (Augustinians),Secondary,No subjects taught through Irish,Boys,Day,N,N,N,N,0,780,780
2023,63620L,St. Mary's Secondary School,Irishtown,New Ross,,,Y34XR63,52.399489,-6.930871,New Ross,Wexford,Wexford County Council,MR. JOHN MICHAEL PORTER,stmarysnewrossinfo@gmail.com,051421637,CATHOLIC,CEIST ,Secondary,No subjects taught through Irish,Girls,Day,N,N,N,N,668,0,668
2023,63630O,Our Lady of Lourdes Secondary School,Rosbercon,New Ross,Co Wexford,,Y34FT82,52.398297,-6.953164,New Ross,Wexford,Wexford County Council,MISS ANTONIO ORMOND,secretary@olol.ie,051422177,CATHOLIC,Bishop of Ossory,Secondary,No subjects taught through Irish,Girls,Day,N,N,N,N,210,0,210
2023,63640R,Christian Brothers Secondary School,Thomas St,Wexford,,,Y35XV02,52.333533,-6.463421,Wexford,Wexford,Wexford County Council,MR. MICHAEL B MCMAHON,admin@wexfordcbs.ie,0539141391,CATHOLIC,Edmund Rice Schools Trust,Secondary,No subjects taught through Irish,Boys,Day,N,N,N,N,0,711,711
2023,63650U,St Peter's College,Summerhill,Wexford,,,Y35P8WT,52.335051,-6.472301,Wexford,Wexford,Wexford County Council,MR. JOHN BANVILLE,office@stpeterscollege.ie,0539142071,CATHOLIC,Bishop of Ferns,Secondary,No subjects taught through Irish,Boys,Day,N,N,N,N,0,782,782
2023,63660A,Loreto Secondary School,Pembroke Hill,Ballynagee,Wexford.,,Y35WT28,52.322869,-6.48575,Wexford,Wexford,Wexford County Council,MR. JOHN MC GINNITY,principal@loretowexford.com,0539146162,CATHOLIC,Loreto Education Trust,Secondary,No subjects taught through Irish,Girls,Day,N,N,N,N,901,0,901
2023,63661C,Presentation Secondary School,Grogan's Road,Co. Wexford,Y35 XV70,,Y35XV70,52.336022,-6.46457,Wexford,Wexford,Wexford County Council,MR. WILLIAM RYAN,generaloffice@preswex.ie,0539124133,CATHOLIC,CEIST ,Secondary,No subjects taught through Irish,Girls,Day,N,N,N,N,958,0,958
2023,63710M,Mercy Secondary School,Ballymahon,Co Longford,,,N39P8C5,53.567323,-7.764913,Ballymahon,Longford,Longford County Council,MISS JOSEPHINE DONOGHUE,principal@mercyballymahon.ie,0906432267,CATHOLIC,CEIST ,Secondary,No subjects taught through Irish,Mixed,Day,N,N,N,N,399,356,755
2023,63730S,Cnoc Mhuire,Granard,Co. Longford,,,N39D450,53.780364,-7.488724,Granard,Longford,Longford County Council,MS. PAULINE MCBRIEN,office@cnocmhuiregranard.ie,0436686231,CATHOLIC,CEIST ,Secondary,No subjects taught through Irish,Mixed,Day,N,N,N,N,252,268,520
2023,63750B,St. Mel's College,Longford,Co. Longford,,,N39XP92,53.728993,-7.793771,Longford_Newtownforbes,Longford,Longford County Council,MR. MALACHY FLANAGAN,stmels@stmelscollege.ie,0433346469,CATHOLIC,Bishop of Ardagh & Clonmacnoise,Secondary,No subjects taught through Irish,Boys,Day,N,N,N,Y,0,604,604
2023,63760E,Meán Scoil Muire,5 St. Joseph's Road,Longford Town,Co. Longford,,N39H6R2,53.725613,-7.796149,Longford_Newtownforbes,Longford,Longford County Council,Mairéad Lyons,info@scoilmhuirelongford.ie,0433346608,CATHOLIC,CEIST ,Secondary,No subjects taught through Irish,Girls,Day,N,N,N,Y,595,0,595
2023,63840C,St. Joseph's C.B.S.,Newfoundwell Rd,Drogheda,Co Louth,,A92EC62,53.724209,-6.331242,Drogheda,Louth,Louth County Council,MR. PAUL MICHAEL SAVAGE,info@droghedacbs.ie,0419837232,CATHOLIC,Edmund Rice Schools Trust,Secondary,No subjects taught through Irish,Mixed,Day,N,N,N,N,60,908,968
2023,63841E,St Mary's Diocesan School,Beamore Road,Drogheda,Co. Louth,,A92TF24,53.708474,-6.347505,Drogheda,Louth,Louth County Council,MS. CATHERINA MCNICHOLAS,office@stmarysds.ie,0419837581,CATHOLIC,Bishop of Meath,Secondary,No subjects taught through Irish,Boys,Day,N,N,N,N,0,874,874
2023,63850F,Our Lady's College,Greenhills,Drogheda,Co. Louth,,A92VP28,53.720359,-6.326852,Drogheda,Louth,Louth County Council,MRS. GERALDINE MULVIHILL,office@ourladys.ie,0419831219,CATHOLIC,CEIST ,Secondary,No subjects taught through Irish,Girls,Day,N,N,N,N,934,0,934
2023,63860I,Sacred Heart Secondary School,Sunnyside,Drogheda,Co Louth,,A92K796,53.711215,-6.342977,Drogheda,Louth,Louth County Council,MRS. LEONI CARROLL,mhoey@sacredheart.ie,0419837812,CATHOLIC,CEIST ,Secondary,No subjects taught through Irish,Girls,Day,N,N,N,N,696,0,696
2023,63870L,Drogheda Grammar School,Mornington Road,Drogheda,Co Louth,,A92D9KF,53.718767,-6.303705,Drogheda,Louth,Louth County Council,MR. HUGH BAKER,info@droghedagrammarschool.ie,0419838281,QUAKER,Drogheda Grammar School Ltd,Secondary,No subjects taught through Irish,Mixed,Day,Y,N,N,N,215,311,526
2023,63880O,Colaiste Rís,Sráid an tSéipéil,Dún Dealgan,Co Lú,,A91N798,54.007401,-6.400578,Dundalk,Louth,Louth County Council,MS. CATHERINE MULHERN,catherine.mulhern@colaisteris.ie,0429334336,CATHOLIC,Archbishop  of Armagh,Secondary,Some pupils taught all subjects through Irish,Mixed,Day,N,N,N,N,236,374,610
2023,63890R,St Mary's College,"St.Marys College,","St. Marys Road,",Dundalk,Co.Louth,A91W838,54.009212,-6.39794,Dundalk,Louth,Louth County Council,MR. ALAN GERARD CRAVEN,office@maristdundalk.ie,0429339977,CATHOLIC,Marist Education Authority ,Secondary,No subjects taught through Irish,Mixed,Day,N,N,N,N,337,530,867
